label,data
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,312
300,313
300,313
300,314
300,314
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,312
300,313
300,314
300,313
300,313
300,312
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,312
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,314
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,314
300,314
300,314
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,312
300,313
300,313
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,314
300,313
300,314
300,314
300,313
300,312
300,313
300,313
300,313
300,313
300,314
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,312
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,314
300,314
300,313
300,313
300,312
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,314
300,313
300,313
300,313
300,313
300,314
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,314
300,313
300,313
300,314
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,314
300,313
300,314
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,314
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,314
300,313
300,314
300,313
300,314
300,313
300,314
300,313
300,314
300,314
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,314
300,313
300,313
300,314
300,313
300,314
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
300,313
300,313
300,313
300,313
300,313
300,314
300,313
