label,data
3300,3757
3300,3757
3300,3711
3300,3667
3300,3925
3300,3780
3300,3757
3300,4082
3300,3711
3300,3645
3300,3581
3300,4165
3300,3479
3300,3711
3300,3734
3300,3900
3300,3875
3300,3851
3300,3689
3300,4137
3300,3734
3300,3851
3300,3689
3300,3875
3300,4028
3300,3875
3300,3623
3300,3689
3300,3757
3300,3757
3300,3711
3300,3827
3300,3803
3300,3757
3300,3875
3300,3803
3300,3581
3300,3803
3300,3689
3300,3780
3300,3925
3300,3827
3300,3950
3300,3689
3300,3925
3300,3711
3300,3711
3300,3803
3300,3900
3300,3734
3300,3667
3300,3900
3300,3581
3300,3875
3300,3875
3300,3711
3300,3689
3300,3757
3300,3667
3300,3711
3300,3757
3300,3689
3300,3667
3300,4002
3300,3780
3300,3623
3300,3827
